CustomerID	TotalSpend	Frequency	Recency
13853	1056.9	24	4782
13854	8025.0	114	4782
13856	363.4	17	4942
13858	216.2	11	4831
13859	201.2	28	5100
13860	1240.0	77	4775
13862	2187.3	142	4792
13863	299.6	22	5019
13865	501.6	30	4832
13866	145.7	7	4848
13867	1015.3	61	4805
13868	3192.5	33	4781
13869	3078.3	300	4897
13870	2741.1	117	4776
13871	6370.0	337	4796
13873	381.7	24	4893
13874	540.4	18	5132
13875	1762.4	102	4827
13876	98.9	6	4837
13877	117.2	3	4860
13878	1281.5	36	4828
13880	3219.8	165	4795
13881	16989.5	180	4777
13882	1131.3	66	4776
13883	2509.1	151	4775
13884	781.3	60	4781
13885	506.8	28	4963
13886	243.6	16	4845
13887	349.6	19	4978
13888	605.6	40	4893
13889	416.9	15	4866
13890	1860.9	114	4775
13892	633.0	27	4800
13893	821.1	21	5071
13894	536.0	30	4796
13895	2588.1	119	4795
13897	293.8	16	4824
13898	155.9	12	5099
13899	388.5	19	4790
13900	740.9	43	4957
13901	2867.2	149	4846
13904	332.6	26	4811
13908	2347.0	126	4853
13911	2561.1	147	4831
13914	614.0	34	4777
13917	272.0	18	4823
13918	1212.8	30	4823
13919	350.2	33	4827
13922	172.3	7	5125
13923	351.1	20	4827
13924	1682.1	137	4775
13925	616.6	45	4810
13926	223.9	11	4797
13927	349.0	21	4848
13928	464.6	27	4784
13929	802.9	10	4943
13930	337.3	17	4831
13931	1230.9	59	4859
13932	307.4	16	5068
13933	608.8	23	4883
13934	922.1	31	5037
13936	361.3	27	4945
13937	158.8	9	4943
13938	71.7	7	4809
13939	556.7	46	4797
13940	839.1	49	4791
13941	4826.0	44	4795
13946	561.6	11	4853
13947	90.6	5	4839
13948	102.0	3	5134
13949	2407.5	159	4776
13950	728.6	36	4785
13951	674.5	39	4950
13952	3156.7	135	4985
13953	3515.7	20	4781
13954	378.6	30	4775
13955	323.0	33	4928
13956	1026.4	152	4779
13958	-102.5	5	5146
13959	590.4	88	4853
13960	230.2	12	4795
13962	169.6	11	4795
13963	656.1	34	5082
13967	80.7	2	4919
13969	8978.3	630	4781
13971	2702.2	158	4782
13972	190.3	15	4844
13973	264.7	11	5061
13974	413.6	28	4823
13975	2498.5	339	4805
13976	358.0	10	4980
13978	196.8	15	4788
13979	869.9	54	4847
13980	200.1	11	4834
13982	1861.1	115	4813
13983	2590.5	112	4803
13984	488.0	17	4800
13985	7024.5	353	4778
13986	320.5	13	4791
13988	4065.2	237	4793
13989	1266.1	41	4839
13990	311.3	16	4987
13991	850.6	86	4786
13992	76.8	5	4804
13993	3370.1	123	4806
13994	2303.1	153	4777
13995	1352.3	85	4789
13999	3865.3	212	4784
14000	633.7	16	4980
14001	2030.3	40	4819
14002	529.7	47	4908
14004	4582.6	171	4817
14005	2864.7	83	4783
14006	962.2	30	4889
14009	685.9	44	4972
14012	328.8	11	5051
14013	473.0	34	4884
14014	505.2	39	4851
14015	917.3	20	4826
14016	4274.0	157	4928
14019	1399.0	68	4820
14020	642.8	39	4790
14021	631.9	22	4929
14022	440.0	28	4999
14023	584.1	31	4781
14024	327.7	16	4895
14027	104.8	6	4834
14029	467.7	15	4837
14030	2326.4	237	4792
14031	14634.6	258	4781
14032	2924.8	151	4776
14034	512.0	92	4796
14035	1428.0	66	4802
14036	626.6	38	5058
14037	147.2	28	4950
14038	1554.5	93	4852
14039	152.2	6	4807
14040	3528.7	240	4814
14041	141.4	21	5040
14044	647.9	208	4800
14045	1659.8	6	4883
14046	155.0	14	5058
14047	1290.0	34	4782
14048	370.9	86	5051
14049	5627.1	500	4790
14050	746.4	54	4805
14051	15477.3	215	4774
14052	225.4	56	4793
14053	260.3	4	4898
14054	92.5	6	4839
14055	725.6	10	4880
14056	8114.3	1126	4775
14057	6137.3	290	4797
14059	183.6	8	5040
14060	6105.1	199	4778
14062	10464.9	111	4783
14064	1188.3	82	4803
14066	152.6	7	5040
14067	374.7	52	4837
14068	265.9	24	5094
14071	1293.3	327	4777
14073	139.5	14	4795
14075	942.3	43	4778
14076	122.5	46	4903
14077	499.4	42	4814
14078	1049.4	65	4875
14079	375.1	12	4898
14080	45.6	4	4806
14081	900.1	152	5041
14082	182.3	29	5138
14083	1007.1	178	4778
14085	4415.6	449	4776
14087	181.7	70	4776
14088	49771.7	584	4784
14089	161.0	14	4830
14090	76.3	1	5098
14092	4063.1	217	4781
14093	442.8	105	4786
14096	56581.1	5044	4778
14098	147.4	21	4810
14099	3056.3	249	4790
14100	194.9	26	4911
14101	5976.8	35	4847
14102	1314.7	84	4779
14104	216.2	21	4928
14105	1255.3	75	4859
14107	2640.0	121	4825
14108	594.2	35	4804
14109	80.2	14	4797
14110	5669.7	157	4777
14111	688.6	11	4788
14112	2774.2	173	4796
14113	1377.9	40	4777
14114	386.5	15	5047
14116	1382.7	72	4793
14117	90.0	3	4917
14119	-19.9	1	5128
14121	2740.3	161	4777
14124	419.6	5	4858
14125	2735.4	166	4784
14126	643.6	16	4781
14127	709.7	44	4896
14128	627.4	44	4834
14129	1123.9	52	4775
14130	483.9	67	5093
14132	3580.1	201	4776
14133	590.3	30	4903
14135	4679.8	133	4775
14138	982.4	47	4775
14139	415.8	26	4820
14140	920.1	67	4777
14141	879.0	46	4776
14142	311.8	22	5147
14143	115.8	7	4907
14145	3148.2	12	4820
14146	2949.6	245	4782
14147	468.4	6	4823
14148	157.2	3	5007
14149	259.4	40	4986
14150	658.6	26	4809
14152	611.1	50	4849
14154	1345.6	52	5013
14155	118.8	6	5040
14156	112811.0	1412	4783
14157	397.5	47	4793
14158	507.7	41	4814
14159	4665.1	1207	4793
14161	1110.5	108	4989
14162	289.4	25	4947
14163	2445.9	52	4861
14164	1631.8	29	4844
14165	109.8	24	5049
14167	574.8	52	4813
14171	353.1	54	4872
14173	450.8	29	4784
14174	134.5	26	4807
14175	3108.1	164	4825
14176	560.5	31	5071
14177	554.5	43	4858
14178	1618.7	326	4782
14179	713.3	162	4814
14180	4462.8	234	4784
14184	452.9	24	4840
14185	197.7	3	5105
14188	2018.9	71	4782
14189	4569.3	275	4776
14191	4630.0	262	4775
14193	853.4	42	4841
14194	11087.7	603	4778
14195	962.7	8	4975
14196	335.5	6	4880
14198	663.5	44	4778
14199	185.4	2	4992
14201	688.0	39	4834
14204	161.0	44	4776
14205	218.8	39	4784
14206	308.3	21	5013
14208	151.7	10	4868
14209	2067.1	88	4784
14210	1831.9	98	4865
14211	2208.3	118	4827
14212	1070.5	9	4863
14213	-1192.2	5	5145
14214	1000.2	70	4804
14215	1759.2	107	4785
14216	1839.3	59	4777
14217	1925.4	107	4775
14218	169.5	12	4816
14219	89.9	7	4778
14220	632.4	21	5021
14221	3385.0	188	4816
14222	683.2	41	4951
14223	975.2	61	4866
14224	1048.5	117	4884
14226	2201.6	73	4802
14227	3315.7	183	4800
14229	1450.6	43	4825
14231	822.1	54	4953
14232	2026.2	116	4805
14233	1388.1	34	4817
14234	766.7	157	4796
14235	3083.4	79	4784
14236	490.9	15	4854
14237	161.0	9	5147
14238	146.9	8	5100
14239	2323.5	116	4817
14240	890.3	42	4804
14241	213.7	10	4957
14242	280.6	16	5008
14243	2500.8	146	4782
14245	1667.5	111	4950
14246	1474.1	75	4884
14247	136.8	20	5052
14248	289.1	7	5092
14250	1904.0	111	4781
14251	2879.7	78	4775
14256	935.1	54	5028
14257	3082.2	106	4825
14258	12650.1	112	4783
14259	120.0	5	4915
14261	1163.5	52	4824
14262	2618.2	143	4782
14264	319.5	19	4928
14265	530.2	31	4883
14267	1279.1	66	4924
14270	492.6	29	5105
14271	102.2	8	4999
14272	428.6	32	4847
14273	560.0	29	4825
14276	1019.4	75	4862
14277	3957.0	228	4789
14280	134.0	8	4970
14282	3729.3	156	4777
14284	578.4	34	4804
14285	1910.0	27	4795
14286	4514.5	275	4797
14287	151.2	11	4782
14288	413.9	17	4986
14289	911.3	47	4782
14290	2307.4	103	4785
14291	3873.3	238	4775
14292	4819.3	108	4781
14293	1041.5	60	4777
14295	154.7	7	4814
14297	1284.1	64	4791
14298	49889.5	1604	4777
14299	2850.3	161	4782
14300	43.2	3	4792
14301	632.0	16	4881
14304	197.1	27	4996
14305	1798.7	109	4845
14306	2083.4	35	4825
14307	2995.7	180	4862
14309	2319.7	123	4782
14311	229.7	27	4999
14312	1601.6	86	4820
14314	120.0	8	4880
14315	2457.0	104	4795
14317	508.6	24	4838
14320	343.1	42	4980
14321	1506.3	119	4784
14323	574.3	41	4888
14326	166.9	9	5008
14327	311.7	12	4937
14329	4908.9	268	4782
14331	462.7	28	4898
14332	866.3	26	4796
14333	351.5	19	4838
14334	2406.3	155	4790
14335	468.3	63	4790
14336	1614.9	90	4790
14338	554.2	34	4932
14339	289.9	18	5008
14340	134.7	6	4992
14341	2137.7	125	4819
14342	607.7	24	4795
14344	889.9	71	4901
14345	109.0	6	4812
14346	1021.6	60	4894
14348	409.6	18	5034
14349	133.5	31	4784
14350	258.7	21	5044
14351	51.0	1	4938
14352	1079.0	47	4931
14353	90.6	6	4989
14354	163.6	9	4779
14355	174.4	11	5139
14356	666.9	38	4834
14357	225.8	41	4817
14359	882.6	58	4793
14360	2128.2	118	4805
14362	161.2	41	4796
14364	3717.3	69	4882
14367	9167.8	533	4782
14368	155.0	8	5093
14371	100.5	4	5069
14373	76.6	4	5132
14375	257.7	75	4959
14377	617.1	11	4965
14379	343.1	45	4818
14381	202.7	56	4826
14382	610.1	127	4800
14383	1247.7	59	4812
14385	202.1	14	4783
14386	142.4	7	5070
14387	1770.6	140	4806
14388	3172.0	191	4782
14389	999.7	62	4782
14390	4587.4	290	4784
14393	67.9	5	4992
14395	3425.8	344	4776
14396	486.7	72	4839
14397	2556.7	95	4774
14400	544.1	25	4915
14401	4007.9	181	4778
14403	1426.3	26	4904
14404	1434.1	103	4807
14406	156.8	8	4893
14407	2111.1	76	4881
14408	2587.8	105	4784
14409	1908.3	55	4845
14410	572.1	285	4789
14411	1063.0	14	5084
14412	761.3	45	4809
14413	122.7	23	5136
14414	1443.0	95	4865
14415	5811.6	612	4775
14416	490.2	14	4796
14418	1922.9	122	4777
14419	1058.1	206	4784
14420	385.9	30	4859
14421	813.1	27	4831
14422	4233.6	221	4774
14423	265.2	3	4992
14424	322.1	1	4791
14426	3918.9	260	4792
14427	363.3	17	4824
14428	1230.1	148	4781
14431	385.0	20	5072
14432	2247.9	380	4783
14434	1372.8	12	4795
14436	89.1	9	4872
14437	-43.4	6	4917
14438	131.9	9	5080
14439	2595.5	31	5093
14440	2357.7	55	4782
14441	1545.1	59	4774
14442	1544.6	68	4775
14443	1400.9	98	4827
14446	1039.6	293	4774
14447	1163.2	70	4792
14448	375.4	20	4783
14449	899.3	255	4792
14450	482.6	39	4954
14451	658.4	108	4834
14452	264.4	62	4784
14453	119.9	22	4964
14456	3006.0	967	4779
14457	113.6	4	5084
14459	1837.9	37	4929
14460	308.5	15	4884
14461	2092.7	176	4922
14462	1963.3	244	4837
14463	529.6	6	4872
14465	1058.6	130	5020
14466	2272.4	72	4803
14467	598.8	90	4791
14470	461.2	43	4785
14472	1926.3	280	4877
14473	234.3	7	4848
14474	537.7	30	4817
14475	799.8	47	4845
14476	215.7	19	5031
14477	1307.8	11	4793
14479	316.3	18	5027
14480	279.1	13	4785
14481	636.5	30	4938
14482	2068.2	144	4792
14483	129.2	10	4923
14484	321.9	14	4824
14485	165.8	47	4812
14487	1183.6	145	4800
14488	1047.4	49	4825
14489	463.4	30	4981
14491	340.9	17	4949
14493	2362.8	123	4781
14494	139.6	7	4799
14495	123.8	6	4824
14496	538.8	19	5085
14497	457.5	31	5075
14498	1957.3	193	4816
14499	814.7	193	4800
14500	356.9	7	4862
14501	190.3	12	4838
14502	2324.0	627	4793
14503	3543.3	164	4777
14504	665.6	102	4821
14505	5786.9	798	4791
14506	2012.2	316	4791
14507	1327.6	94	4797
14508	276.4	57	4796
14511	1267.4	71	4785
14512	275.3	23	4961
14513	438.5	18	4874
14514	1055.3	73	4835
14515	2102.1	101	4791
14517	330.5	18	4807
14518	174.4	16	4838
14520	270.6	4	4775
14522	974.5	17	4798
14523	241.1	12	4882
14524	1866.8	202	4805
14525	4221.4	298	4782
14527	7660.5	1002	4776
14528	364.2	18	4811
14529	620.0	229	4834
14530	2925.9	216	4799
14532	932.8	64	5010
14533	1812.6	65	4798
14534	4063.4	553	4776
14535	2836.9	332	4833
14536	171.8	19	5033
14537	355.6	10	4831
14538	388.2	19	4838
14539	537.5	32	4789
14540	996.3	76	4783
14541	1461.7	111	4832
14542	103.3	5	4959
14543	2881.5	105	4777
14544	2024.5	114	4798
14546	2483.1	415	4778
14547	3903.9	361	4777
14548	652.8	4	4924
14549	289.2	56	5085
14550	765.6	48	4784
14551	186.2	10	4792
14552	163.1	56	4925
14553	846.2	110	4793
14554	2381.0	216	4784
14555	324.1	21	4831
14557	-0.0	32	4838
14560	2174.2	76	4781
14561	1058.3	68	4849
14562	4684.5	443	4777
14565	3024.9	126	4869
14566	1432.0	4	4884
14567	1445.3	33	4809
14569	227.4	12	4775
14570	218.1	29	5054
14572	2744.1	269	4777
14573	1601.4	240	4953
14577	855.5	122	4786
14578	168.6	24	4777
14581	138.6	17	4790
14582	114.1	6	4814
14583	1042.9	328	4779
14584	1029.3	101	4943
14585	157.1	29	4824
14586	134.2	27	5001
14587	1580.0	371	4792
14589	39.8	3	5145
14591	1447.1	197	4789
14592	568.2	163	4809
14593	618.0	152	4795
14594	379.8	53	4781
14595	1740.6	102	4793
14597	883.2	55	4785
14598	222.0	50	4818
14600	393.3	25	5079
14601	214.0	7	4784
14603	660.0	2	5048
14606	11505.9	2721	4775
14607	11341.1	114	4789
14608	1785.2	20	4778
14609	601.6	4	4846
14616	406.1	3	5016
14618	538.6	17	4783
14619	379.5	22	5013
14620	380.7	29	4978
14621	1765.8	96	4775
14622	320.6	21	4958
14623	869.4	135	4806
14624	225.8	13	4831
14625	848.5	57	4959
14626	2739.4	125	4782
14627	-21.9	5	5085
14628	672.0	24	4865
14629	936.6	152	4778
14631	988.3	39	4824
14632	114.6	8	5036
14633	344.9	20	5040
14636	609.9	28	4810
14638	385.8	15	4824
14639	2952.3	175	4826
14640	2037.1	112	4789
14641	110.5	7	4795
14642	96.1	2	4832
14643	651.8	30	4944
14644	780.5	29	4783
14645	597.1	30	4930
14646	278273.2	2071	4775
14647	243.2	30	4975
14649	1412.6	198	4778
14651	654.6	102	4841
14652	114.2	29	4851
14653	1947.6	237	4775
14655	1930.1	50	4777
14656	291.0	80	4943
14657	838.3	127	4791
14658	247.2	29	4779
14659	2443.5	257	4782
14660	285.7	30	4860
14661	108.0	4	4800
14662	761.9	165	4802
14664	637.9	99	4793
14665	1258.4	117	4834
14666	195.3	14	4798
14667	9231.2	576	4784
14669	1270.0	170	5015
14670	411.5	132	5054
14672	765.5	61	5008
14673	1736.4	74	4777
14675	604.7	102	4790
14676	2528.1	43	4805
14679	-2.6	1	5145
14680	26932.3	320	4799
14681	499.0	7	4845
14682	52.0	2	4961
14684	1235.6	420	4799
14687	628.4	15	4880
14688	4932.8	335	4781
14689	112.8	13	4982
14690	358.6	54	4818
14691	2114.3	71	4804
14692	582.1	69	4911
14693	172.9	8	5038
14696	2000.4	129	4778
14697	188.6	22	4992
14698	1241.4	205	4775
14699	109.1	8	4988
14700	2235.3	115	4806
14701	2486.2	350	4784
14702	3250.6	348	4775
14703	318.2	22	4788
14704	1534.4	407	4785
14705	179.0	1	4972
14708	1096.7	29	4776
14709	4911.1	197	4789
14710	606.1	139	4788
14711	2816.8	355	4784
14712	917.1	25	4803
14713	2664.3	341	4783
14714	160.2	10	4798
14715	856.9	70	4798
14716	329.7	55	4817
14719	1587.1	237	4775
14720	663.8	37	4779
14722	187.9	29	4921
14723	1158.3	278	4784
14725	718.1	52	4798
14727	268.6	10	5048
14729	297.8	69	5147
14730	2004.4	500	4775
14731	380.0	45	4821
14732	2686.3	149	4782
14733	9411.9	214	4783
14735	5807.7	205	4777
14737	1164.6	17	4777
14738	1289.9	56	4813
14739	3899.1	61	4776
14740	1423.2	93	4965
14741	1400.3	59	4785
14744	1088.5	28	4790
14745	1167.2	70	4886
14747	294.3	19	5021
14748	1311.8	92	4803
14752	389.6	5	4817
14753	563.2	30	4861
14754	638.1	41	4818
14755	4949.8	236	4783
14756	739.0	38	4789
14757	420.5	19	4849
14758	1434.2	70	4918
14759	1613.2	101	4778
14760	53.8	7	5068
14761	255.9	11	4832
14762	300.5	21	5037
14764	250.6	7	4817
14765	254.1	39	4803
14766	2388.3	134	4782
14768	139.5	6	4791
14769	10606.3	1087	4776
14770	876.4	52	5006
14772	139.3	9	4886
14775	1011.9	60	4832
14776	2195.6	134	4825
14777	-17.5	3	4778
14778	730.9	35	4901
14779	386.1	41	5054
14780	447.7	27	4828
14782	200.1	6	5093
14784	285.4	14	4800
14785	77.4	3	4784
14788	679.4	30	4781
14789	197.6	6	4802
14790	727.4	45	4790
14792	-0.0	4	4837
14793	214.1	15	4778
14794	1269.8	81	4776
14795	131.5	6	4940
14796	7756.8	1147	4775
14798	173.7	12	4826
14799	157.7	13	4825
14800	4225.8	391	4821
14801	188.5	58	4835
14803	845.6	44	4936
14804	353.3	12	4782
14805	554.6	47	4789
14806	193.4	11	4849
14808	2165.3	255	4813
14810	2082.8	254	4814
14813	155.4	30	5143
14815	759.8	51	4810
14816	271.8	4	4971
14817	1110.3	63	4974
14818	630.8	47	4847
14819	272.1	13	4838
14820	507.3	29	4795
14821	48.8	2	5140
14823	316.5	69	4954
14824	1096.5	27	4784
14825	2226.9	121	4777
14828	2139.8	17	4970
14829	644.7	45	4803
14830	197.1	40	4827
14834	1698.4	70	4791
14836	102.4	6	4784
14837	1641.2	110	4863
14840	62.9	4	5041
14841	3295.8	138	4827
14842	2456.8	158	4809
14844	3189.8	130	4837
14847	309.4	13	4922
14849	7904.3	392	4795
14850	278.2	22	5085
14851	511.4	28	4797
14852	2789.9	140	4832
14853	463.0	10	4782
14854	2671.9	126	4852
14855	645.7	20	4893
14856	1311.4	66	4810
14857	1165.7	61	4833
14859	1352.0	59	4786
14860	168.6	12	4782
14861	116.7	5	4826
14862	841.2	48	4799
14863	266.8	11	4803
14865	52.2	4	4781
14866	14197.5	103	4784
14867	701.3	37	4959
14868	2939.6	147	4777
14869	721.9	72	4777
14870	327.3	13	5035
14871	522.4	98	4777
14873	499.9	27	4984
14875	1448.7	50	4783
14878	1485.5	124	4786
14880	701.2	46	4851
14881	255.4	17	4793
14882	589.7	11	4800
14883	756.6	54	4792
14885	765.3	15	4905
14886	325.2	16	5026
14887	1862.0	6	4853
14888	369.2	20	4981
14889	135.9	10	5110
14890	125.7	7	5027
14891	554.4	33	4922
14893	1220.2	72	4783
14894	655.8	23	4859
14895	10965.1	503	4781
14896	397.8	38	4978
14897	1325.9	54	4781
14898	1228.3	119	4797
14901	1414.3	97	4785
14902	314.1	24	4795
14903	2698.4	359	4795
14904	1025.4	69	4776
14905	599.9	18	4928
14907	3478.8	168	4777
14908	277.8	9	4848
14910	389.9	35	4776
14911	132066.4	5863	4775
14912	536.2	22	4790
14913	1182.3	83	4809
14915	219.2	11	4859
14916	1234.8	78	4844
14918	1610.1	45	4889
14920	977.8	57	4986
14921	1295.7	76	4804
14923	749.1	44	4824
14924	310.1	10	5019
14929	223.9	11	4806
14930	2311.4	126	4882
14931	964.7	42	4778
14932	363.5	17	5139
14934	1888.8	88	4846
14935	1784.7	10	5071
14936	8106.9	365	4783
14937	1553.9	33	4830
14944	5808.3	171	4803
14946	100.9	3	4788
14947	290.8	14	4846
14948	1048.9	63	4797
14950	361.2	20	4782
14951	311.7	20	4853
14952	7912.8	149	4820
14953	289.8	55	4799
14954	336.2	85	4786
14957	58.5	12	5027
14958	499.7	42	4921
14959	685.0	61	4833
14960	216.2	26	4782
14961	6986.8	316	4784
14962	126.7	5	5044
14963	1473.8	195	4783
14964	206.2	13	5021
14965	576.4	79	4870
14966	172.6	36	4788
14967	463.8	6	4823
14968	147.6	37	4804
14970	1592.1	34	4842
14971	1116.6	160	4809
14972	102.0	17	4902
14973	1314.5	32	4881
14974	114.4	21	4811
14975	279.9	11	4831
14976	765.9	73	4831
14978	1925.1	214	4846
14981	102.1	8	5020
14984	196.8	39	4793
14985	296.7	87	4972
14987	326.4	4	4789
14988	321.8	39	4985
14995	233.2	61	4812
14997	541.0	27	4820
14998	427.8	74	4944
15000	479.3	76	4821
15002	1631.7	113	4889
15004	1245.7	157	4921
15005	6029.0	1140	4789
15006	500.8	142	4825
15007	156.9	12	4933
15009	1249.1	174	4786
15010	308.9	20	4809
15012	413.7	126	4827
15014	260.2	35	4817
15016	170.0	20	4946
15017	125.6	20	4807
15018	456.3	32	4812
15019	266.0	70	5040
15021	1859.5	478	4782
15022	905.0	135	4785
15023	6705.9	556	4777
15024	1656.3	154	4783
15025	377.0	72	4807
15026	462.4	59	4854
15027	1051.9	37	4804
15028	627.1	48	4782
15030	518.3	7	4845
15031	668.1	111	4778
15032	4464.1	55	5030
15033	2551.7	509	4778
15034	4277.7	400	4789
15035	252.7	27	4863
15036	463.6	126	4846
15038	660.9	132	4817
15039	19772.3	1505	4783
15041	180.4	67	4944
15042	135.9	5	4973
15043	537.0	3	4805
15044	7622.6	460	4793
15045	633.7	13	4925
15046	5004.6	204	4783
15047	343.6	22	5043
15048	380.6	98	4839
15049	121.2	3	5047
15050	1727.2	80	4799
15051	1391.6	143	4797
15052	215.8	30	5093
15053	697.8	71	4778
15054	301.7	112	4786
15057	1489.5	25	5049
15058	2125.0	276	4799
15059	1319.5	237	4814
15060	303.1	121	4782
15061	54172.6	408	4777
15062	987.9	57	4845
15063	370.8	5	4987
15065	3118.3	157	4811
15066	755.6	52	4805
15067	1744.8	82	4852
15068	553.4	104	4820
15069	1109.5	70	4953
15070	106.2	1	5146
15071	982.1	26	4867
15073	612.4	76	4783
15074	748.9	42	4879
15075	773.0	27	4851
15076	880.8	49	4946
15078	9623.4	451	4781
15079	893.7	48	4986
15081	487.3	35	4796
15083	88.2	5	5030
15087	306.9	15	5055
15088	1130.2	58	4795
15089	2403.1	143	4784
15090	361.5	22	5082
15091	477.0	31	4827
15092	457.8	26	4989
15093	4287.8	103	4792
15095	1364.7	49	4877
15096	219.4	11	4816
15097	248.1	25	4778
15098	649.5	5	4956
15099	340.1	20	4858
15100	635.1	6	5104
15101	310.0	9	4782
15103	703.4	35	4805
15104	995.2	69	4940
15105	2298.9	101	4792
15106	1407.7	102	4791
15107	247.7	20	5085
15108	1291.8	61	4915
15109	463.8	31	5014
15110	970.3	40	4797
15111	1567.5	84	4803
15113	3439.4	101	4783
15114	2713.8	194	4804
15115	340.1	21	4792
15116	1352.8	45	4791
15117	1550.1	80	4788
15118	244.8	1	4908
15119	266.4	14	5019
15120	343.8	22	4903
15121	447.5	27	4824
15122	1607.1	86	4859
15123	2199.3	106	4781
15124	184.2	15	4796
15125	11117.1	140	4799
15127	406.5	16	4839
15128	1419.5	111	4834
15129	3447.4	84	4824
15130	330.1	22	4943
15132	977.9	52	4792
15133	982.4	29	4901
15134	1388.0	73	4788
15135	127.1	10	5007
15136	1282.5	69	4776
15139	179.0	13	5013
15140	2350.0	81	4826
15142	498.7	26	4820
15143	259.5	14	4999
15144	6530.0	218	4782
15145	1194.7	67	4778
15146	1313.7	95	4938
15147	608.7	29	4992
15148	301.3	20	4784
15149	520.8	23	4907
15150	5298.9	343	4791
15152	4684.2	278	4783
15153	329.3	22	4805
15154	240.1	91	4848
15156	956.4	54	4775
15157	1809.5	131	4777
15158	401.4	7	4819
15159	18425.8	713	4775
15160	158.2	4	5131
15163	304.5	29	4792
15164	843.0	103	4842
15165	487.7	27	5147
15167	163.0	41	5094
15168	106.6	5	4799
15171	1034.5	7	5098
15172	1624.1	110	4782
15174	135.8	11	5096
15175	224.1	23	4845
15178	40.5	3	5034
15179	2186.2	95	4792
15180	87.5	6	5141
15181	680.3	18	4840
15182	622.9	29	4928
15184	406.8	63	4803
15185	310.6	21	4844
15186	411.4	19	4788
15187	4670.1	93	4775
15189	15788.6	231	4775
15192	1017.3	49	4893
15193	499.3	19	4834
15194	7511.8	325	4777
15195	3861.0	1	4776
15197	656.4	36	4782
15198	193.6	10	4866
15199	1268.7	13	4833
15201	927.8	97	4852
15203	1817.7	140	4799
15204	316.6	9	5131
15205	648.8	38	4859
15206	420.3	9	4784
15208	867.6	43	4775
15210	331.2	20	4999
15211	894.4	52	4834
15212	88.9	7	5013
15213	325.0	25	5092
15214	1656.4	109	4775
15215	616.0	43	4818
15216	96.6	2	4861
15218	5756.9	166	4784
15219	305.8	9	4950
15220	1753.9	118	4825
15221	114.1	11	5140
15222	585.0	5	5092
15223	454.9	32	4999
15224	310.5	16	5132
15225	362.6	20	5008
15226	154.4	8	5084
15227	1219.4	58	4810
15228	3377.0	126	4840
15230	419.1	22	5013
15232	612.1	31	4887
15234	197.0	14	5050
15235	2177.8	137	4991
15236	321.1	15	5072
15237	1386.6	96	4775
15238	1056.5	52	4803
15239	764.3	52	4784
15240	1665.8	82	4818
15241	1699.0	109	4840
15243	316.7	22	4848
15244	631.6	34	4839
15245	2515.8	89	4908
15246	514.2	33	5012
15247	356.0	6	4896
15249	6617.8	356	4805
15251	10327.1	121	4783
15252	725.5	43	4810
15253	915.3	55	4790
15254	300.4	18	4901
15255	890.8	47	4840
15256	98.5	6	4922
15257	232.2	8	5055
15258	603.4	33	4942
15260	1780.8	78	4874
15261	254.8	19	4909
15262	179.0	10	5097
15263	156.5	12	4880
15264	393.7	23	4838
15265	1506.1	82	4925
15266	119.3	6	5112
15267	1717.4	11	4796
15269	408.8	2	4797
15270	2298.2	48	4789
15271	2441.6	269	4781
15272	721.9	63	4831
15274	716.6	47	4778
15275	604.2	41	4805
15276	134.7	51	4840
15277	250.9	11	4820
15279	277.4	21	5128
15280	113.1	16	4946
15281	2240.0	150	4832
15286	240.6	3	4823
15287	485.2	21	4796
15288	2306.5	88	4817
15289	935.1	59	4803
15290	7764.2	211	4778
15291	4596.5	109	4799
15292	180.9	25	4975
15296	3610.3	200	4818
15297	635.0	41	4784
15298	3769.1	193	4776
15299	3787.1	12	4841
15300	496.4	28	4838
15301	4923.7	239	4824
15303	574.0	31	5064
15304	680.3	26	4834
15306	1122.5	54	4838
15307	205.3	12	4869
15308	302.3	21	5044
15311	59318.3	2467	4774
15312	921.1	48	4849
15313	52.0	1	4884
15314	322.9	23	4973
15315	551.5	38	4838
15316	165.0	1	5100
15318	312.6	33	4777
15319	204.5	16	5057
15320	267.1	36	4818
15321	2650.7	106	4823
15322	603.0	49	4838
15325	162.3	49	4877
15326	306.7	28	5107
15327	208.8	10	4826
15329	1005.5	62	4809
15330	509.0	8	4806
15332	1661.1	35	5140
15333	1028.6	16	4982
15334	350.4	98	4930
15335	174.0	36	4827
15339	557.6	88	4840
15341	2020.5	17	4854
15342	391.8	26	4890
15343	364.5	21	4861
15344	476.6	32	4774
15345	367.7	23	4809
15346	252.4	17	5106
15347	201.6	5	5140
15348	158.0	9	4846
15349	473.8	72	4932
15350	115.7	5	5147
15351	1860.9	232	4786
15353	777.0	63	5028
15355	277.1	14	4803
15356	2708.5	507	4805
15358	8199.5	554	4778
15360	427.9	13	4813
15361	418.9	7	5135
15363	318.1	17	5015
15364	913.2	29	4869
15365	1320.3	150	4799
15366	602.5	44	4849
15367	1867.7	96	4831
15368	446.9	4	4795
15369	-1592.5	1	4918
15370	2313.7	94	4814
15372	2007.4	27	4911
15373	1937.9	132	4782
15374	168.0	3	4902
15376	1219.3	115	4814
15379	3626.8	195	4943
15380	1682.4	37	4782
15381	596.9	8	4987
15382	5917.8	304	4788
15384	635.8	43	4943
15385	316.9	12	4814
15386	394.1	31	4960
